Age Rating,Label,Rating,Number of Descriptions,Descriptions
age 4+,Language,1,4,"The kids sometimes argue in a mild way, or are unkind to each other.; Mild namecalling typical of Peanuts - Lucy says to Charlie Brown, ""Maybe you are; Mild language includes some nonsensical name calling, including ""You confetti-br; Some name-calling, like ""stupid,"" ""fur ball,"" ""clumsy,"" and ""klutz,"" usually ack"
age 4+,"Sex, Romance & Nudity",0,202,"No description found; No description found; No description found; No description found; No description found; No description found; No description found; No description found; No description found; No description found; No description found; No description found; No description found; No description found; No description found; No description found; No description found; No description found; No description found; No description found; No description found; No description found; No description found; There are some instances of affection between Mickey and Minnie, who are well-kn; No description found; No description found; No description found; No description found; No description found; No description found; No description found; No description found; No description found; No description found; No description found; No description found; Padres y cuidadores: establezcan límites para la violencia en los contenidos de; No description found; No description found; No description found; No description found; No description found; No description found; No description found; No description found; No description found; No description found; No description found; No description found; No description found; No description found; No description found; No description found; No description found; No description found; No description found; No description found; No description found; No description found; No description found; No description found; No description found; No description found; No description found; No description found; No description found; No description found; No description found; No description found; No description found; No description found; No description found; No description found; No description found; No description found; No description found; No description found; No description found; No description found; No description found; No description found; No description found; No description found; No description found; No description found; No description found; No description found; No description found; No description found; No description found; No description found; No description found; No description found; A vehicle is smitten when a new ""girl"" comes to town, creating chaos among the f; No description found; No description found; No description found; No description found; No description found; No description found; No description found; No description found; No description found; No description found; A couple of characters harbor juvenile crushes on their peers. Sally especially; No description found; No description found; No description found; No description found; No description found; No description found; No description found; No description found; No description found; No description found; No description found; No description found; No description found; No description found; No description found; No description found; No description found; No description found; No description found; No description found; No description found; No description found; No description found; No description found; No description found; No description found; No description found; No description found; No description found; No description found; No description found; No description found; No description found; No description found; No description found; No description found; No description found; No description found; No description found; No description found; No description found; No description found; No description found; No description found; One ""puppy"" has a rather flirtatious relationship with another.; No description found; No description found; No description found; No description found; No description found; No description found; No description found; No description found; No description found; No description found; No description found; No description found; No description found; No description found; No description found; No description found; No description found; No description found; No description found; No description found; No description found; No description found; No description found; No description found; No description found; No description found; No description found; No description found; No description found; No description found; No description found; No description found; No description found; No description found; No description found; No description found; No description found; No description found; No description found; No description found; No description found; No description found; No description found; No description found; No description found; No description found; No description found; No description found; No description found; No description found; No description found; No description found"
age 4+,"Sex, Romance & Nudity",1,3,"The girls wear clothing that's clingy or short, but still appropriate.; Mild flirting occurs between two characters.; Passing reference to a badger child going on a date; others make kissy noises."
age 4+,"Sex, Romance & Nudity",2,2,"A topless ancient statue is seen in one episode.; Reccurring instances of Sally chasing after her forever-crush, Linus. No kissing"
age 4+,Products & Purchases,0,168,"No description found; No description found; No description found; No description found; No description found; No description found; No description found; No description found; No description found; No description found; Based on a series of books.; The show is produced by the STEM toy company, Goldieblox, but there are no menti; No description found; No description found; No description found; No description found; No description found; No description found; No description found; No description found; No description found; No description found; No description found; This holiday special is part of the Go! Go! Cory Carson franchise.; This holiday special is part of the Mighty Express series.; No description found; This story is part of the Chico Bon Bon: Monkey with a Tool Belt series.; Viewers who enjoy this movie’s soundtrack may want to check out the work of The; No description found; No description found; No description found; The show's original music is available for download.; Inspired by a series of children's books by Chris Monroe.; No description found; No description found; Part of the Mighty Little Bheem series.; No description found; This movie joins the series True and the Rainbow Kingdom and several other speci; Forky is the breakout star from the cast of Toy Story 4, and several of his frie; The show is inspired by the full-length film of the same name.; The series is inspired by the Dr. Seuss book of the same name.; The series is based on a popular children's book, but there are no overt calls t; This special relates to the series True and the Rainbow Kingdom.; No description found; No description found; No description found; No description found; No description found; No description found; This special is part of the Super Monsters franchise.; No description found; The series is a reboot of a popular South Korean franchise YooHoo and Friends.; No description found; No description found; This holiday special is part of the series True and the Rainbow Kingdom.; No description found; No description found; No description found; No description found; This holiday special relates to the Pete the Cat TV series and the books on whic; This holiday special is part of the Creative Galaxy series.; No description found; No description found; No description found; Series is inspired by popular books by James Dean.; Related Marco Polo apps are available to purchase and play.; No description found; No description found; No description found; No description found; No description found; The series is a reboot of the classic cartoon of the same name, and versions of; The series is based on books by Victoria Kann.; This series is based on the popular book series by Anna Dewdney.; No description found; This holiday special is part of the Ready Jet Go! TV series.; No description found; No description found; No description found; This series also has a related app as well as games that are available online. R; No description found; No description found; No description found; The series is inspired by books about the characters' travels.; No description found; No description found; No description found; No description found; No description found; No description found; No description found; No description found; No description found; No description found; No description found; The show is inspired by classic fairy tales, so viewers may be interested in hea; No description found; No description found; No description found; No description found; No description found; No description found; No description found; No description found; No description found; No description found; No description found; The Doozers are inspired by characters from the Fraggle Rock series, so fans mig; The series is inspired by a collection of books about Ella.; No description found; No description found; No description found; No description found; No description found; No description found; The movie features the cast from the popular Bubble Guppies TV series, and the s; No description found; No description found; No description found; This series is inspired by classic story books by Beatrix Potter.; No description found; No description found; No description found; No description found; The show is an updated version of a popular 1980s cartoon, which at the time was; Once upon a time you could purchase stuffed Pound Puppies and plenty of related; The show is based on a series of books about the same characters, so young fans; No description found; No description found; No description found; No description found; No description found; The show is based on a popular series of books, so young fans may want to check; No description found; No description found; No description found; No description found; No description found; No description found; No description found; No description found; In one scene a family sits down to a dinner of take-out fried chicken (the paren; No description found; No description found; No description found; No description found; No description found; No description found; No description found; No description found; No outright promotion, but the show is likely to increase kids' interest in the; No description found; No description found; No description found; No description found; No description found; No description found; Bill and his friends treasure what they have. They make games out of their imagi; No description found; No description found; No description found; No description found; Each installment is based on a popular children's book.; Once, you could buy Paw Paws figurines at the toy store -- now they go for big b; Once upon a time, you could buy the greeting cards this show is based on -- and; No description found; No description found; No description found"
age 4+,Products & Purchases,3,6,"There are plushies and other toys modeled after Teenieping characters.; Besides being part of the Disney empire, the show emphasizes holiday gift-buying; This series joins a longstanding franchise with DVDs, games, books, and accessor; The series is part of a longstanding product line of toys, books, games, and acc; The Backyardigans' images are found on a range of products marketed to kids, inc; There are commercials before, during and after the program, sometimes for movies"
age 4+,Products & Purchases,2,12,"The Om Nom character, and the candy he's always chasing, is based on an app in w; The show does not contain any product placement or advertisements. However, the; While this special does emphasize the true meaning of Christmas being spending t; Train figures and play sets that correspond with this show can be purchased, and; Cynical viewers might see this as a way to get even younger kids interested in t; The series centers on the Baby Shark character of internet fame.; Strong marketing ties to the Marvel Universe franchise.; The connection between this show and its brand is made clear in the show's t; The show is an animated spin-off of The Fresh Beat Band and features a lot of th; The show is based on a popular series of books.; VeggieTales is a thriving franchise with toys, DVDs, merchandise, etc.; VeggieTales is a thriving franchise with toys, DVDs, and merchandise."
age 4+,Products & Purchases,1,19,"Part of the Peanuts franchise. A joke is made about the commercialism of Mother'; The Snoopy Show is based on Charles Schultz's original comic strip, which has ev; The show is inspired by Sesame Workshop's Helpsters.; The TV series is adapted from a popular picture book franchise.; Cory Carson is a VTech brand with toys and playsets featuring characters from th; Kids may be attracted to the dolls and other merchandise associated with the fra; The characters are based on the popular Click, Clack, Moo children's books.; The series is inspired by a classic comic strip, which is tied to a huge marketi; Noddy is a recognizable character with a large following in Great Britain, with; Lots of Ruby's toys and accessories are sold in certain markets -- e.g., the cha; Host Bunga is a main character in Disney's The Lion Guard, so kids who like; The series is adapted from Chirp magazine and features all the characters from t; Beatrix Potter's classic books have inspired a fair amount of merchandise.; The show is linked to a series of books for preschoolers.; The series is based on a popular character from children's literature, whose ima; The cartoon is based on a series of kids' books, so young viewers may take a; Products aren't mentioned in the show, but tie-in books and toys are available t; No description found; The show is part of a larger network of Henson shows, movies, books, and gear."
age 4+,Products & Purchases,4,2,"A popular merchandise line inspired the show, so fans can find their favorite ch; The show is inspired by an existing product line of toys, books, games, video ga"
age 4+,"Drinking, Drugs & Smoking",0,206,No description found; No description found; No description found; No description found; No description found; No description found; No description found; No description found; No description found; No description found; No description found; No description found; No description found; No description found; No description found; No description found; No description found; No description found; No description found; No description found; No description found; No description found; No description found; No description found; No description found; No description found; No description found; No description found; No description found; No description found; No description found; No description found; No description found; No description found; No description found; No description found; No description found; No description found; No description found; No description found; No description found; No description found; No description found; No description found; No description found; No description found; No description found; No description found; No description found; No description found; No description found; No description found; No description found; No description found; No description found; No description found; No description found; No description found; No description found; No description found; No description found; No description found; No description found; No description found; No description found; No description found; No description found; No description found; Remedies are often drawn from plants in order to solve certain problems.; No description found; No description found; No description found; No description found; No description found; No description found; No description found; No description found; No description found; No description found; No description found; No description found; No description found; No description found; No description found; No description found; No description found; No description found; No description found; No description found; No description found; No description found; No description found; No description found; No description found; No description found; No description found; No description found; No description found; No description found; No description found; No description found; No description found; No description found; No description found; No description found; No description found; No description found; No description found; No description found; No description found; No description found; No description found; No description found; No description found; No description found; No description found; No description found; No description found; No description found; No description found; No description found; No description found; No description found; No description found; No description found; No description found; No description found; No description found; No description found; No description found; No description found; No description found; No description found; No description found; No description found; No description found; No description found; No description found; No description found; No description found; No description found; No description found; No description found; No description found; No description found; No description found; No description found; No description found; No description found; No description found; No description found; No description found; No description found; No description found; No description found; No description found; No description found; No description found; No description found; No description found; No description found; No description found; No description found; No description found; No description found; No description found; No description found; No description found; No description found; No description found; No description found; No description found; No description found; No description found; No description found; No description found; No description found; No description found; No description found; No description found; No description found; No description found; No description found; No description found; No description found; No description found; No description found; No description found; No description found; No description found; No description found; No description found; No description found; No description found; No description found; No description found; No description found; No description found; No description found; No description found; No description found; No description found; No description found; No description found; No description found; No description found
age 4+,Positive Messages,4,59,"Positive messages around friendship, apologizing when you're wrong, and competit; Creativity is a big emphasis of the show. There are often positive messages such; Every day is an adventure, especially in nature.; Even in a hard situation, you can always use your problem-solving skills to find; Let your imagination run wild! The power of storytelling is limitless. Creative; It's important to learn the most you can from new experiences. It's fun and exci; Friends share what they like and what their afraid of. Be there for each other t; Teamwork allows you to achieve your goals. You can find friends in unexpected wa; The story reminds viewers that there’s greater joy and satisfaction in giving th; Clear messages about social and emotional growth in stories that kids will have; The series emphasizes cooperation, courage in trying new things, and learning th; These stories show the young characters identifying problems, discussing possibl; Daisy, Cole, and their neighbors demonstrate cooperation and problem-solving ski; Kids see that when Chico Bon Bon and his can-do team are around, there's no prob; Kids see Cody express her feelings about the problems she addresses, propose a s; Kids see Mira step into a role that challenges her intellectually and allows her; Kids see Kit use her new role to help people indeterminately. In some cases, she; Themes of teamwork, friendship, and the power of imagination abound.; Believe in your dreams, and act to make them come true. Support your friend's go; Kids see Bluey and her family spend time together, happily playing games, going; Kids see the characters experience relatable problems and emotions and learn imp; Kids see dinosaur friends embark on adventures inspired by curiosity about world; Kids see Pete and his friends discover that the best gifts of the holiday season; Kids see Arty and his friends joyfully prepare for their respective holiday cele; Kids see Butterbean and friends work together to treat their neighbors to health; Kids see Rangers leap into action whenever there's trouble on Earth. Each girl h; Kids see Becca and her friends cooperate to solve problems, complete tasks, have; Kids see Pete learn by being curious and trying new things, and those around him; People can be different and still have things in common. Love transcends differe; Kids see the detectives gather and analyze clues to solve puzzles that arise in; Kids see the cadets learn self-control, patience, and teamwork. The learning cur; Kids see that Ollie and Moon aren't immune to ups and downs in their friendship,; Kids see the Go Jetters use teamwork and their respective unique skills to unrav; Kids see Rusty and Ruby use their knowledge of engineering concepts to invent ro; It's good to help others. Try your best. Do things your own way. Something doesn; Kids see Jet learn new things by being curious, asking questions, and making obs; Kids see the characters use adversity to foster problem-solving and teamwork. Th; The stories teach kids the value of teamwork and cooperation. Each character has; Kids see the band members work as a team to solve the day's mystery. Everyone ha; Everyone on the Callisto team has a job to do, and it's through their teamwo; Rescue squad members use effective teamwork to solve problems, help community. E; Luna introduces kids to the excitement of discovery as she runs experiments to a; Kids see the characters collaborate and communicate to solve a variety of proble; Bianca's ""wish magic"" can take her anywhere she wants to go, which; When you explore the world around you, you can learn valuable lessons. Teamwork; Good triumphs over evil with the help of many new friends. Often what appear to; The series shows characters dealing with emotions like jealousy, frustration, an; Solving problems through creativity is the show's primary focus, and kids se; Strong messages about friendship, helping others, and working as a team. Each ch; The series reinforces positive behavior traits such as sharing, caring, and bein; The series exposes kids to African-inspired stories, music, and art, and each st; The series explores social themes like being a good friend, taking on new challe; The show promotes kid-friendly messages about health, social interaction, and mu; The series exposes preschoolers to the wonders of nature and the outdoors. Each; Olivia's adventures have positive messages about self-confidence, patience, hone; Kids see the cause and effect of Paddington's well-meaning actions and the messe; The series promotes positive messages about sportsmanship, loyalty, self-confide; Stories always have a recognizable theme with strong values, reflecting family t; The overall message promotes togetherness and sharing in a cooperative and commu"
age 4+,Positive Messages,3,81,"Episodes demonstrate the benefits of compassion, sharing, and helping others. As; Demonstrates how imagination and creativity can help teach academic, leadership,; During the children's vacation with their grandparents, both characters demonstr; Kids can be princesses and heroes at the same time. You can do anything if you u; Giving is the most important part of the holiday season! The power of storytelli; Positive messages around the real meaning of Christmas and Hanukkah, and emphasi; The Eggventurers aren't upset when their plans don't work, instead they come up; Teamwork leads to success. Winning isn't everything. Don't be quick to accuse ot; Families come in all shapes and sizes. Stick by friends in their time of need. T; Standout themes of teamwork, friendship, problem-solving, helpfulness. Organizat; We all have superpowers -- our gifts and talents -- even if they aren't magic. T; The joy of Christmas comes from spending time with those you care about.; Learn to be patient. Help your friends. If someone doesn't respect your wishes,; Believe in yourself. Learn the rules, and you can start to have fun. You can do; Teamwork, communication, and perseverance are the big ones here as the Spidey te; Celebrates friendship, love, and optimism.; The characters model effective teamwork and a willingness to learn new skills an; Viewers see StarBeam step up to help anytime her community is threatened by a vi; It celebrates the Valentine's Day spirit of sharing, friendship, and love. Helpi; Kids see that Forky's insatiable curiosity helps him better understand the world; Little Bheem is insatiably curious. His delight in exploring his world and follo; Offers strong, positive messages about the importance of respecting and supporti; Friendship, teamwork, problem-solving, travel, and other positive themes are pre; Doc and her toy friends step up to help not for their own sake, but for kids all; Respect for nature and teamwork are often highlighted.; Your imagination can take you anywhere. It's important to be kind and caring tow; The Muppet Babies show kids that imagination can take them anywhere, even within; Encourages viewers to be curious about the arts and creative expression. Pinkali; Kids see characters enjoy adventures and sharing time together. Strengths like d; Sharing, forgiveness, and teamwork are major themes.; Rob and his friends support each other, working as a team to find answers to the; Kids see Digby and his friends faced with a new challenge or worry in each episo; Thinking outside the box is a good way to solve problems. It's important to nurt; Characters are generally involved in gentle and kindhearted adventures: moving a; Nature is exciting, fun, and educational.; The show is built around the concept that the monsters are a sort of superhero l; Empathy is a major theme. Friends accept you for who you are and help you overco; Mysteries can be solved with critical thinking and asking questions. Friendship,; Each story has a message to share with kids, illustrating themes such as positiv; Themes include curiosity and teamwork. Kids see the characters process clues to; Using your imagination and being creative is fun, but it can also help solve pro; This interactive series encourages kids to think critically and exercise memory; Each story has a positive message for kids; cooperation, self-esteem, individual; Kids see Kioka lead her friends into new experiences to try new things, which he; Friendship, problem-solving.; Kids see that the dinosaur friends enjoy exploring their world and learning new; Kids see Booba learn about the world by letting his curiosity lead the way. He u; Kids see Marin and his friends seek out adventures around their bustling underwa; Peter learns the importance of being reliable when you make promises to people,; Interpersonal themes like loyalty, friendship, and trust are part of each story.; Good -- in the form of the puppies and their young caretaker, Holly, always triu; Respecting and loving history, culture, tradition, and nature is important. Resp; The show explores themes like friendship, helpfulness, and compassion for others; Episodes promote positive issues like self-acceptance and taking responsibility; The show aims to promote classical music knowledge and appreciation. Amadeus is; The series highlights the exciting discoveries that little kids make on their wa; The friends hail from many different species, and they learn to work together an; The cleverly delivered moral lessons are the point of this series.; Kindness, charity, and fairness are important, and positive acts are often rewar; Kids are encouraged to appreciate art and music and solve problems. Demonstrates; Themes include communication and compassion.; James is a sweet if somewhat aloof ""fat cat"" given to complaining (though he alw; The Danger Rangers gang sets the groundwork for playing safe. Good mix of male a; Teaches good basic lessons and encourages acceptance and imagination.; The characters' adventures remind kids of the value of imagination and creative; The show presents an admirable model of a mixed family.; Kids are encouraged to feel empowered.; The characters work together to resolve differences, enjoy imaginative play, and; Stuart's differences are accepted and even celebrated, but not always commented; Promotes imagination and creative problem-solving.; Gentle, uplifting moral messages focus on family and making good choices. Themes; Each tale is a lesson in friendship, compassion, and cooperation.; Friends and family are important to George; respect and dignity are common theme; Small problems arise, but working together as friends always results in a soluti; Little Bill's neighborhood is a mixture of many different people. Even when he g; George and Martha illustrate what it takes to make a great friendship.; The heart of every VeggieTales episode is its moral about virtues, including hon; Since the episodes are based on nursery rhymes, lessons like ""listen to your mot; There's a very clear attempt to convey messages about not judging by appearances; The stories contain positive messages about many things, including family, frien; The characters demonstrate great sportsmanship. Those who cheat never win."
age 4+,Positive Messages,0,8,"The series lacks a clear conveyance of positive messages, as it often rewards ne; The characters are silly animal cars that don't talk.; The characters are friendly toward each other, though there's also an air of mis; The show aims to encourage using your imagination, but characters sometimes suff; Endeavors to teach good lessons, but they're pretty simplistic. Gender stere; There are no real pointed lessons here, but good always triumphs, and evil is oc; The bad guys are always punished, and many episodes include lessons that aren't; Some mild teasing/poking fun, mostly directed at Magilla."
age 4+,Positive Messages,2,19,"Many of the shorts emphasize sharing.; It's important to treat others the way you want to be treated. Working together; It's important to push past your fears and try new things. You can use your stre; Being strong is a superpower. Curiosity can inspire unforgettable adventures. Co; Positive messages around social-emotional themes like problem-solving, kindness,; Viewers see that Mandy Mail’s unwillingness to do a job she thinks unimportant h; The personality differences between Sam and Guy are played for humor, but the tw; Two Super Monsters expand their emotional awareness as part of story. Lobo learn; Kids see Bheem's curiosity inspire his adventures, which are both fun and funny; The Moncchichi are happy, positive creatures that create positive dreams for chi; Helping the community and fighting bad guys are major themes. Lessons are taught; Episodes often have positive messages, such as ""working together helps everyone""; The crew often uses communication skills and teamwork to win races and deal with; Positive messages are subtle, but they're visible in the characters' interaction; The series encourages kids to be active as they watch. The movements are fun and; The series encourages curiosity about the natural world and the diversity of the; A sweet tale of friendship that binds two very different characters. Her feisty; A mixed bag. On one hand, Peter and his friends embody preschoolers' sense o; The characters' sense of adventure leads them into some jams, but their moti"
age 4+,Positive Messages,5,33,"Teamwork makes the dream work. Don't give up when things are hard. Helping your; Viewers see strong positive messages about unity, love, and equality in a story; Viewers see the value of teamwork in the characters’ efforts to solve problems a; Preschoolers will relate to many aspects of Cory's personality. At different tim; True leaps into action when her friends and her beloved home are in trouble. She; Kids see True deal with problems in a calm, mindful manner that ensures effectiv; The Helpsters live to help others, no matter how challenging the case. When they; Pip and Freddy are trailblazers in their field, challenging notion that only sto; Kids see Corn and Peg learn and demonstrate ways to stay safe and do good around; Bubu and her siblings are enthusiastic explorers who love learning about world a; True is determined to help everyone feel happy like she is on Happy Hearts Day,; Kids see Abby eagerly help her Fuzzly friends with their problems. She takes tim; The characters' travels immerse them in cultures often very different from their; Kids see that True is a genuine friend to all around her, including her bad-temp; True is the ultimate problem solver: thoughtful, patient, determined to do the r; Characters learn valuable lessons about handling emotions, managing relationship; Kids see Jet learn about the spirit of Christmas by extending friendship to an u; Kids see the characters learn important social lessons that help them get along; Kids see Ruff and his human friends use critical-thinking skills and the scienti; Kids see True solve problems thoughtfully and thoroughly by identifying the conc; Every story has a clear lesson about positive behavior such as honesty, kindness; Kids see the characters make exciting discoveries that help them learn about the; The show celebrates the endless possibilities that exist in one's imaginatio; Viewers see characters who enjoy being part of their community and helping those; The show incorporates important lessons on social issues such as getting along w; Doc McStuffins makes a concerted effort to forego stereotypes. Doc and her famil; Each story centers on a positive theme like responsibility, self-acceptance, and; Kids see Mouk learn by experiencing new things and meeting new people. The show; Each story illustrates a theme that's relevant to preschoolers' daily li; The Octonauts are dedicated to the causes of learning about their environment an; The show makes learning exciting and encourages curiosity about the world and ho; In each story Wimzie addresses an emotional issue -- such as jealousy, sadness,; Major themes are compassion and empathy. The series makes the point that althoug"
age 4+,Positive Messages,1,7,"Some stories include positive messages, such as the joy of giving gifts rather t; Bheem is curious and encourages exploration, but some of the other characters ar; The story shows how challenges can be turned into opportunities as Blythe embrac; The show celebrates self-expression and self-acceptance. But some characters emb; There are some positive messages here about friendship and the importance of fun; The series attempts to include lessons in patience and responsibility, but the m; Though the episodes always have positive messages like ""be cheerful,"""
age 4+,Positive Role Models,4,59,"Charlie Brown and Franklin are fantastic role models for how to initiate a new f; Mila has a loving father and caring friend in Morphle. Both she and Morphle love; Edmond and Lucy's dad is super kind. Throughout the series, the kids learn how t; Characters are realistic and relatable. Peppa, the lead, is always positive and; Characters are curious and adventurous. They use their mental skills, along with; Princess Rita, Princess Kira, Princess Bea, and Princess Penny are all strong-mi; All of the Action Pack characters are motivated by helping others and model kind; Main character Piper is a great role model. She understands the power of communi; Chip is a positive role model because she's never afraid to try new things or ma; Mira is a very positive role model. She is excited to take on a new challenge an; The show depicts a powerful girl protagonist who leads her team to save the day.; Pinkfong and Hogi work together to help their friends overcome various challenge; The story involves many examples of humility and and faith. Herod alone means ha; Mia and her friends are resourceful, determined, and cooperative. Their friends; The characters are friendly and helpful to each other, and they approach every p; Cody is a born problem solver, and she approaches every challenge with a can-do; Mira is determined and resourceful, and never meets a challenge she can't overco; True is resourceful, determined, always accepts help when it's offered. She is l; Kit is eager, determined, and fearless. She is inspired by the legacy of the ori; Wesley's grandma may be old, but she's feisty and full of wisdom. Georgie and We; True is thoughtful, kind, always chooses to see the best in people and the poten; Each character brings their unique personalities to the show: Snoopy is inventiv; Bandit and Chilli devote their time to their kids while maintaining professional; Main characters have exceedingly high respect for authority figures; they transl; Abby's generous spirit makes her a wonderful friend. She always makes time for t; Doc never disappoints as a role model for kids. She is selfless, compassionate,; Leo, Andy, Carmen, and Luna are enthusiastic students of other cultures and expe; Pete is a cat of few words but much action, as he's usually the first to roll up; Butterbean is a kind, effective leader who appreciates her friends' unique quali; Becca's eagerness for new experiences is infectious, and her friends get caught; Pete is surrounded by friends and family who go out of their way to help and gui; The family communicates well, and the parents set a good example for the childre; True's compassion is real and comes from a genuine place. She wants to help peop; Teri and Toby work well together, and their different styles and can-do attitude; The cadets can be impulsive at times, and when they don't give much thought; Ruff is insatiably curious and eager to find answers to his questions. It usuall; True is a kind and loyal friend who is quick to step in when someone needs her.; Rusty and Ruby approach every problem with a can-do attitude and pool their idea; Ruby is positive and likes to help her friends, encouraging and soothing them wh; Blaze and his friends are excellent role models; they're considerate and enc; Every Fresh Beat Band member is helpful, industrious, and committed to solving t; Miles is enthusiastic and always looking for ways to help on his family's mi; Poli and his rescuer friends hurry to scene of accidents with one thing in mind:; None of the characters is flawless, but they embrace the lessons they learn from; The Pod Squad members enjoy learning, taking on new challenges, and working toge; Bianca's mom is a strong mentor for her, helping her hone her magical skills; Wally and his friends are curious, helpful, and always eager to solve problems.; The kid characters are kind and help out animal friends in need, while adult rol; Even though the Night Wizard is called ""evil,"" he doesn't come acr; Most of the Treetopolis residents are kind-hearted and friendly, and each one br; The characters are exceedingly friendly, kind, and generous with their time and; The Berry Bitty City residents are always ready to help their neighbors in any w; Each team member brings a unique set of skills to the group, and his or her resp; The Doodlebops are supportive and understanding, and they encourage their friend; Dirtgirl and her friends thrive on sustainable living, demonstrating how they us; Paddington is polite, kind, and motivated by curiosity and a desire to help othe; Each of the four Little Einsteins of the title has his or her own special talent; Siblings are very courteous of one another's feelings and are articulate when ex; Harold's parents are clearly present in the house when Harold begins to drift of"
age 4+,Positive Role Models,3,59,"Mighty Bheem is curious, kind and respectful to his friends, animals and caretak; Chum Chum and Chinny are dedicated parents. The children are respectful, even wh; Pinocchio is a great friend. He make all of his friends feel important by lettin; The main character Piper is a great role model. She understands the power of sto; The Eggventurers work well together and are always willing to help.; All the characters on Big Tree City are positive role models because they work t; Face is an animated ""O.G. emoji,"" who has positive things to say about every sit; Marcie helps Peppermint Patty get to the root of her issues with Mother's Day. T; Main character Alice is a positive role model who names emotions, accepts respon; Minnie takes on a leadership role, helping her friends find their way back to ea; The adults in the ""mushable"" village of Mushton are respected for their experien; The ""adults"" like Gordon and Cranky can be stern when they speak to the younger; The Spidey team is diverse, including Miles as an Afro-Latinx kid,and incidental; Cory’s parents demonstrate the spirit of giving by welcoming a stranger in need; Mandy Mail puts her own desires over those of her new friends, and it threatens; Chico Bon Bon and his teammates work together toward a common goal. They solve p; Doug and Emma's contrasting personalities complement each other and inspire the; Chico Bon Bon and the Fix-It Force love to help others using creativity and engi; Dog and Pug are good friends and enjoy helping each other. They see the value in; Pete and his friends get along and care about each other, despite their differen; Forky's perpetual optimism endears him to everyone, audience included. His frien; Ricky Zoom is eager to be a full-grown rescue vehicle and help members of his co; Norman Picklestripes is extremely personable, is willing to help anyone at any t; Each dinosaur friend brings an important characteristic to the group. Mazo's ins; Arty believes that any problem can be fixed with a little creativity, and if the; Rangers' greatest asset is depth of concern they show for those who need their h; The Polos are all different kinds of animals of different ages, yet all six of t; Lou Bao Bei is a positive role model because she always experiences life to the; The Muppet Babies have big imaginations that help them explore the bigger world,; Pinkalicious is a born leader. She's opinionated, comfortable giving directi; Pirata is independent, determined, quick to jump at the hint of adventure. Her r; Jet is unfailingly curious and excited about learning, and his friends are patie; The farm animals want to give to Farmer Brown. Doug the Duck has ulterior motive; Rob's friend group is kind and they help each other out, and the people (and ali; Ollie and Moon are polar opposites in personality, but that's what makes them a; Go Jetters are quick to action when their services are needed, and they're resou; Digby and his friends are kind and helpful, and they welcome new experiences, es; Characters are generally kindly to each other; a couple are demanding or impetuo; Ranger Rob is responsible and is respectful of nature, visitors, and his parents; The monsters on the show are always willing to help any other monster who needs; Charlie Brown sometimes wallows in self-doubt, but his friends lift his spirits.; Noddy solves mysteries, helps his friends. Some characters can be vain, obnoxiou; Each of the characters is guilty of rash behavior and misjudgments at one time o; All the characters are friendly and kind, with the occasional exception of the B; Fishtronaut, Marina, and Zeek are curious about their world and eager to solve t; The birds are good friends and work as a team. Sparky is a good friend, too.; All the characters embrace adventure and like to help out. They're friendly, coo; Hazel, Lavender, and Posie have unique qualities that contribute to the group's; Kioka is confident and enthusiastic, and she is a good friend to her toys.; Booba wants to know everything about everything, and he learns it all by experie; All the characters have generous spirits, but none more than Dibo, thanks to his; Peter learns from his mistakes and shows a desire to make better decisions in th; Each of the characters is strong and wise in his own way, but each also has room; Pearlie is always happy to drop everything to help a friend, and she’s dedicated; Olivia isn't always patient, but she uses creativity and imagination to solve th; Willa herself is resourceful and spunky, and her animal friends are always depen; The Turbo Dogs deal with interpersonal issues that their young viewers will rela; Yakari embodies the joy, excitement, and curiosity of childhood, as well as a th; The five friends at the center of the story work together to create their mystic"
